Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
ND,Edmore city,0.967,0,0.016,0,0.005
ND,Egeland city,0.893,0,0.107,0,0
ND,Elgin city,0.983,0,0.009,0,0.002
ND,Ellendale city,0.945,0.012,0.017,0.002,0.012
ND,Elliott city,0.92,0,0,0.04,0
ND,Embden CDP,1,0,0,0,0
ND,Emerado city,0.802,0.046,0.07,0.019,0.072
ND,Enderlin city,0.986,0.002,0.008,0.001,0.024
ND,Englevale CDP,1,0,0,0,0
ND,Epping city,0.81,0,0.11,0.05,0
ND,Erie CDP,0.98,0,0.02,0,0
ND,Esmond city,0.99,0,0.01,0,0
ND,Fairdale city,0.921,0,0,0.026,0.053
ND,Fairmount city,0.94,0.003,0.016,0.003,0.027
ND,Fargo city,0.902,0.027,0.014,0.03,0.022
ND,Fessenden city,0.987,0.002,0.002,0,0
ND,Fingal city,0.969,0.01,0.021,0,0
ND,Finley city,0.957,0.002,0.022,0,0.007
ND,Flasher city,0.978,0,0.004,0.004,0
ND,Flaxton city,1,0,0,0,0.182
ND,Forbes city,1,0,0,0,0
ND,Fordville city,0.943,0,0.005,0.005,0.075
ND,Forest River city,0.992,0,0,0,0.16
ND,Forman city,0.986,0.002,0.002,0,0.012
ND,Fort Ransom city,1,0,0,0,0.026
ND,Fort Totten CDP,0.01,0,0.981,0,0.01
ND,Fortuna city,0.955,0,0,0,0.045
ND,Fort Yates city,0.054,0,0.924,0,0.022
ND,Four Bears Village CDP,0.021,0,0.963,0.002,0.019
ND,Foxholm CDP,1,0,0,0,0
ND,Fredonia city,1,0,0,0,0
ND,Frontier city,0.986,0.009,0,0,0.005
ND,Fullerton city,0.981,0,0,0,0.019
ND,Gackle city,0.971,0.003,0.01,0.01,0.006
ND,Galesburg city,0.981,0,0.019,0,0
ND,Gardena city,1,0,0,0,0
ND,Gardner city,1,0,0,0,0.027
ND,Garrison city,0.933,0.001,0.045,0.001,0.021
ND,Gascoyne city,1,0,0,0,0
ND,Gilby city,0.945,0,0,0,0.076
ND,Gladstone city,0.962,0,0,0.004,0.013
ND,Glenburn city,0.953,0,0.003,0.008,0.021
ND,Glenfield city,1,0,0,0,0
ND,Glen Ullin city,0.973,0,0.005,0.002,0.004
ND,Golden Valley city,0.973,0,0.011,0.011,0.016
ND,Golva city,1,0,0,0,0
ND,Goodrich city,0.98,0,0.02,0,0
ND,Grace City city,0.984,0,0.016,0,0
ND,Grafton city,0.892,0.004,0.028,0.004,0.141
ND,Grand Forks city,0.897,0.02,0.029,0.022,0.028
ND,Grand Forks AFB CDP,0.771,0.102,0.005,0.028,0.1
ND,Grandin city,0.954,0,0.017,0,0.023
ND,Grano city,1,0,0,0,0
ND,Granville city,0.971,0,0.012,0.004,0.033
ND,Great Bend city,1,0,0,0,0
ND,Green Acres CDP,0.035,0.002,0.95,0,0.021
ND,Grenora city,0.975,0.004,0.008,0,0.045
ND,Gwinner city,0.973,0,0.008,0.005,0.02
ND,Hague city,1,0,0,0,0.014
ND,Halliday city,0.904,0.005,0.059,0.016,0.005
ND,Hamberg city,1,0,0,0,0
ND,Hamilton city,1,0,0,0,0
ND,Hampden city,0.979,0,0,0,0
ND,Hankinson city,0.938,0,0.037,0,0.028
ND,Hannaford city,0.977,0,0.023,0,0
ND,Hannah city,1,0,0,0,0
ND,Hansboro city,1,0,0,0,0
ND,Harmon CDP,0.993,0,0.007,0,0
ND,Harvey city,0.985,0.001,0.006,0,0.01
ND,Harwood city,0.986,0.001,0.008,0,0.001
ND,Hatton city,0.976,0,0.004,0.001,0.021
ND,Havana city,0.972,0,0,0,0.014
ND,Haynes city,0.783,0,0.217,0,0
ND,Hazelton city,0.974,0,0.021,0,0.017
ND,Hazen city,0.966,0.004,0.018,0.003,0.012
ND,Hebron city,0.965,0,0.007,0.001,0.019
ND,Heil CDP,1,0,0,0,0
ND,Heimdal CDP,1,0,0,0,0
ND,Hettinger city,0.974,0.002,0.007,0.007,0.009
ND,Hillsboro city,0.939,0.001,0.015,0.006,0.055
ND,Hoople city,0.93,0,0,0,0.091
ND,Hope city,1,0,0,0,0
ND,Horace city,0.971,0.005,0.014,0.002,0.009
ND,Hunter city,0.977,0,0,0,0
ND,Hurdsfield city,1,0,0,0,0
ND,Inkster city,0.9,0,0.04,0,0
ND,Jamestown city,0.946,0.008,0.018,0.006,0.021
ND,Jessie CDP,0.84,0.16,0,0,0
ND,Jud city,0.972,0,0,0,0
ND,Karlsruhe city,1,0,0,0,0
ND,Kathryn city,1,0,0,0,0
ND,Kenmare city,0.959,0.002,0.006,0.007,0.026
ND,Kensal city,1,0,0,0,0
ND,Kief city,1,0,0,0,0
ND,Killdeer city,0.933,0.001,0.036,0.004,0.009
ND,Kindred city,0.96,0.001,0.007,0,0.014
ND,Knox city,1,0,0,0,0
ND,Kramer city,1,0,0,0,0
ND,Kulm city,0.977,0,0.003,0,0.045
ND,Lakota city,0.967,0.003,0.019,0,0
ND,LaMoure city,0.982,0,0.012,0,0.004
ND,Landa city,1,0,0,0,0
ND,Langdon city,0.972,0.002,0.007,0.002,0.008
ND,Lankin city,0.939,0,0.02,0.01,0.01
ND,Lansford city,0.967,0.012,0.004,0,0.037
ND,Larimore city,0.923,0.008,0.016,0.004,0.042
ND,Larson CDP,1,0,0,0,0
ND,Lawton city,1,0,0,0,0
ND,Leal city,0.95,0,0,0,0
ND,Leeds city,0.974,0,0.014,0,0.009
ND,Lehr city,1,0,0,0,0
ND,Leith city,0.938,0.063,0,0,0
ND,Leonard city,0.978,0,0.013,0,0.022
ND,Lidgerwood city,0.975,0,0.02,0,0.009
ND,Lignite city,0.961,0,0.026,0.006,0.045
ND,Lincoln city,0.946,0.009,0.02,0.001,0.005
ND,Linton city,0.982,0.001,0.002,0.003,0.005
ND,Lisbon city,0.97,0.005,0.005,0.006,0.013
ND,Litchville city,0.948,0.006,0.006,0,0.006
ND,Logan CDP,0.974,0,0,0,0.005
ND,Loma city,1,0,0,0,0
ND,Loraine city,1,0,0,0,0
ND,Ludden city,1,0,0,0,0
ND,Luverne city,0.903,0,0.065,0,0
ND,McClusky city,0.918,0.005,0.029,0,0.021
ND,McHenry city,0.982,0,0,0,0.018
ND,McLeod CDP,1,0,0,0,0
ND,McVille city,0.983,0.003,0,0,0.003
ND,Maddock city,0.955,0.003,0.031,0.003,0.016
ND,Makoti city,0.955,0,0,0,0.013
ND,Mandan city,0.917,0.006,0.049,0.002,0.018
ND,Mandaree CDP,0.03,0,0.961,0,0.072
ND,Manning CDP,0.986,0,0,0,0
ND,Mantador city,0.922,0,0.031,0.016,0
ND,Manvel city,0.992,0,0.003,0,0.008
ND,Mapleton city,0.944,0.034,0.004,0,0.035
ND,Marion city,0.985,0,0,0,0
ND,Marmarth city,0.897,0,0.096,0,0.081
ND,Martin city,1,0,0,0,0
ND,Max city,0.943,0,0.027,0,0.003
ND,Maxbass city,0.893,0,0.012,0,0.012
ND,Mayville city,0.942,0.018,0.006,0.002,0.02
ND,Medina city,0.964,0,0,0.003,0.006
ND,Medora city,0.938,0,0.018,0.036,0
ND,Menoken CDP,1,0,0,0,0.043
ND,Mercer city,0.979,0,0,0.011,0
ND,Michigan City city,0.969,0,0.017,0,0.01
ND,Milnor city,0.986,0,0.005,0,0.002
ND,Milton city,0.966,0,0.034,0,0
ND,Minnewaukan city,0.848,0,0.112,0,0.013
ND,Minot city,0.902,0.023,0.032,0.009,0.027
ND,Minot AFB CDP,0.768,0.099,0.008,0.028,0.099
ND,Minto city,0.959,0.003,0.002,0,0.157
ND,Mohall city,0.971,0.003,0.011,0.001,0.013
ND,Monango city,0.861,0,0,0,0
ND,Montpelier city,1,0,0,0,0
ND,Mooreton city,0.939,0,0.036,0.005,0
ND,Mott city,0.979,0,0.004,0,0
ND,Mountain city,0.978,0,0.011,0,0.011
ND,Munich city,0.995,0,0,0,0
ND,Mylo city,0.95,0,0.05,0,0
ND,Napoleon city,0.984,0.001,0.006,0,0.01
ND,Nash CDP,0.938,0,0,0,0.281
ND,Neche city,0.995,0,0,0,0.019
ND,Nekoma city,1,0,0,0,0
ND,Newburg city,0.918,0,0,0,0.091
ND,New England city,0.908,0.01,0.06,0.002,0.005
ND,New Leipzig city,0.973,0,0.009,0,0
ND,New Rockford city,0.957,0.001,0.017,0.004,0.029
ND,New Salem city,0.964,0,0.023,0.001,0.012
ND,New Town city,0.178,0.002,0.764,0.001,0.043
ND,Niagara city,0.981,0,0,0,0.019
ND,Nome city,1,0,0,0,0
ND,Noonan city,0.959,0,0.017,0.017,0.008
ND,North River city,1,0,0,0,0
ND,Northwood city,0.98,0.001,0.001,0.002,0.004
ND,Oakes city,0.961,0.005,0.003,0.008,0.038
ND,Oberon city,0.629,0,0.314,0,0.095
ND,Oriska city,0.949,0,0,0,0.042
ND,Orrin CDP,0.773,0.227,0,0,0
ND,Osnabrock city,0.963,0,0.022,0,0.007
ND,Overly city,0.833,0,0.167,0,0
ND,Oxbow city,1,0,0,0,0.026
ND,Page city,0.987,0,0,0.004,0.078
ND,Palermo city,0.959,0.014,0.014,0,0.014
ND,Park River city,0.97,0,0.013,0.002,0.024
ND,Parshall city,0.306,0.003,0.627,0,0.065
ND,Pekin city,0.929,0,0,0,0.071
ND,Pembina city,0.941,0.005,0.003,0.01,0.014
ND,Perth city,1,0,0,0,0
ND,Petersburg city,0.974,0.005,0.01,0.005,0.026
ND,Pettibone city,0.986,0,0,0,0.029
ND,Pick City city,0.992,0,0.008,0,0.008
ND,Pillsbury city,1,0,0,0,0
ND,Pingree city,0.983,0,0,0,0.05
ND,Pisek city,0.934,0,0.047,0,0.028
ND,Plaza city,0.93,0,0.018,0,0.064
ND,Porcupine CDP,0,0,0.966,0,0.034
ND,Portal city,0.96,0.008,0.024,0,0.04
ND,Portland city,0.95,0.007,0.015,0.005,0.026
ND,Powers Lake city,0.982,0,0.011,0.004,0.011
ND,Prairie Rose city,1,0,0,0,0
ND,Raleigh CDP,0.917,0,0.083,0,0
ND,Ray city,0.959,0,0.025,0.003,0.01
ND,Reeder city,0.957,0.006,0.012,0,0.012
ND,Regan city,0.953,0,0,0,0
ND,Regent city,0.975,0,0.019,0,0
ND,Reile's Acres city,0.984,0.002,0.002,0.008,0.008
ND,Reynolds city,0.977,0.007,0.01,0.007,0.023
ND,Rhame city,0.982,0,0,0,0
ND,Richardton city,0.983,0,0.008,0.002,0.023
ND,Riverdale city,0.946,0,0.029,0.02,0
ND,Robinson city,1,0,0,0,0
ND,Rocklake city,0.95,0,0.05,0,0
ND,Rogers city,1,0,0,0,0
ND,Rolette city,0.569,0.002,0.379,0,0.01
ND,Rolla city,0.541,0.001,0.409,0.006,0.018
ND,Ross city,0.948,0,0.041,0,0.021
ND,Rugby city,0.919,0.003,0.058,0,0.013
ND,Ruso city,1,0,0,0,0
ND,Ruthville CDP,0.843,0.005,0.089,0.01,0.031
ND,Rutland city,0.975,0,0.012,0.006,0
ND,Ryder city,0.965,0,0.035,0,0
ND,St. John city,0.232,0.003,0.66,0.012,0.009
ND,St. Thomas city,0.946,0,0.006,0,0.196
ND,Sanborn city,0.99,0,0,0,0
ND,Sarles city,0.964,0,0.036,0,0
ND,Sawyer city,0.966,0.003,0.011,0.003,0.008
ND,Scranton city,0.961,0,0.032,0,0.007
ND,Selfridge city,0.331,0.006,0.581,0.013,0.025
ND,Selz CDP,0.978,0,0,0.022,0
ND,Sentinel Butte city,1,0,0,0,0
ND,Sharon city,0.938,0,0.063,0,0
ND,Sheldon city,0.948,0,0.017,0,0
ND,Shell Valley CDP,0.018,0,0.978,0,0.003
ND,Sherwood city,0.992,0,0,0,0.004
ND,Sheyenne city,0.814,0.01,0.147,0,0.01
ND,Sibley city,0.967,0,0.033,0,0
ND,Solen city,0.361,0,0.518,0,0
ND,Souris city,0.966,0,0.017,0,0
ND,South Heart city,0.99,0,0,0,0.007
ND,Spiritwood CDP,1,0,0,0,0
ND,Spiritwood Lake city,1,0,0,0,0
ND,Springbrook city,1,0,0,0,0
ND,Stanley city,0.974,0.002,0.005,0.005,0.039
ND,Stanton city,0.973,0,0.003,0.003,0.003
ND,Starkweather city,0.863,0,0.094,0,0.034
ND,Steele city,0.959,0.007,0.003,0.021,0.015
ND,Strasburg city,0.998,0,0,0,0.002
ND,Streeter city,0.971,0,0,0.024,0
ND,Surrey city,0.953,0.006,0.013,0.003,0.014
ND,Sutton CDP,0.941,0.059,0,0,0
ND,Sykeston city,0.983,0,0,0.009,0
ND,Tappen city,0.97,0.005,0,0,0.025
ND,Taylor city,0.986,0,0.007,0,0.007
ND,Thompson city,0.981,0.003,0.01,0.001,0.009
ND,Tioga city,0.969,0.001,0.005,0.006,0.007
ND,Tolley city,1,0,0,0,0
ND,Tolna city,0.97,0,0.018,0,0
ND,Tower City city,0.976,0,0.016,0,0
ND,Towner city,0.966,0,0.019,0,0.053
ND,Turtle Lake city,0.955,0.003,0.021,0.002,0.002
ND,Tuttle city,1,0,0,0,0
ND,Underwood city,0.955,0.003,0.018,0,0.006
ND,Upham city,0.962,0.008,0.008,0.008,0
ND,Valley City city,0.952,0.012,0.007,0.008,0.015
ND,Velva city,0.987,0,0.004,0.001,0.014
ND,Venturia city,1,0,0,0,0
ND,Verona city,0.976,0,0.012,0,0
ND,Voltaire city,0.95,0.025,0,0,0
ND,Wahpeton city,0.926,0.013,0.031,0.008,0.02
ND,Walcott city,0.966,0.009,0,0,0.026
ND,Wales city,0.903,0,0,0,0
ND,Walhalla city,0.883,0.001,0.087,0,0.017
ND,Warwick city,0.569,0,0.4,0,0.031
ND,Washburn city,0.98,0.001,0.006,0,0.011
ND,Watford City city,0.936,0.001,0.034,0.007,0.019
ND,West Fargo city,0.935,0.02,0.01,0.014,0.018
ND,Westhope city,0.951,0,0.012,0.002,0.005
ND,Wheatland CDP,0.985,0,0.015,0,0
ND,White Earth city,0.975,0.025,0,0,0.05
ND,White Shield CDP,0.021,0,0.967,0,0.054
ND,Wildrose city,0.964,0,0.027,0,0.045
ND,Williston city,0.926,0.003,0.033,0.003,0.022
ND,Willow City city,0.951,0.006,0.025,0,0.006
ND,Wilton city,0.963,0,0.021,0.001,0.013
ND,Wimbledon city,0.972,0,0,0,0.005
ND,Wing city,0.941,0,0.026,0,0.007
ND,Wishek city,0.983,0,0.009,0.001,0.031
ND,Wolford city,1,0,0,0,0
ND,Woodworth city,0.92,0,0.08,0,0
ND,Wyndmere city,0.956,0,0.002,0.002,0.061
ND,York city,0.87,0,0,0,0
ND,Ypsilanti CDP,0.971,0,0,0,0.038
ND,Zap city,0.916,0,0.03,0.013,0.004
ND,Zeeland city,0.988,0,0.012,0,0.012
OH,Aberdeen village,0.962,0.018,0.001,0.002,0.009
OH,Ada village,0.935,0.019,0.001,0.019,0.016
OH,Adamsville village,0.991,0,0,0,0
OH,Addyston village,0.897,0.057,0.002,0.002,0.019
OH,Adelphi village,0.95,0.016,0,0.003,0
OH,Adena village,0.979,0.003,0,0,0.004
OH,Akron city,0.622,0.315,0.002,0.021,0.021
OH,Albany village,0.983,0.001,0.001,0.007,0.016
OH,Alexandria village,0.985,0,0.006,0,0.012
OH,Alger village,0.972,0.002,0.005,0.001,0.012
OH,Alliance city,0.846,0.105,0.002,0.008,0.019
OH,Alvordton CDP,0.959,0.028,0,0,0.018
OH,Amanda village,0.966,0.009,0,0,0.014
OH,Amberley village,0.857,0.095,0.001,0.03,0.013
OH,Amelia village,0.951,0.016,0.003,0.007,0.019
OH,Amesville village,0.883,0.032,0.006,0.045,0.026
OH,Amherst city,0.957,0.007,0.002,0.007,0.053
OH,Amsterdam village,0.99,0,0.002,0.002,0.01
OH,Andersonville CDP,0.963,0.019,0,0.004,0.017
OH,Andover village,0.955,0.028,0.003,0.001,0.017
OH,Anna village,0.974,0.004,0.004,0.002,0.006
OH,Ansonia village,0.988,0,0.003,0.002,0.016
OH,Antioch village,0.977,0.012,0,0,0
OH,Antwerp village,0.966,0.007,0.001,0.001,0.048
OH,Apple Creek village,0.977,0.003,0.003,0.007,0.037
OH,Apple Valley CDP,0.969,0.011,0.003,0.006,0.014
OH,Aquilla village,0.979,0,0,0.003,0
OH,Arcadia village,0.961,0.014,0.002,0.002,0.031
OH,Arcanum village,0.988,0.001,0,0.002,0.003
OH,Archbold village,0.905,0.005,0.005,0.009,0.168
OH,Arlington village,0.989,0.003,0.001,0.001,0.008
OH,Arlington Heights village,0.807,0.148,0,0.004,0.009
OH,Ashland city,0.958,0.014,0.001,0.01,0.012
OH,Ashley village,0.972,0.005,0.001,0.002,0.015
OH,Ashtabula city,0.82,0.089,0.004,0.003,0.093
OH,Ashville village,0.967,0.01,0.004,0.003,0.014
OH,Athalia village,0.979,0.008,0.008,0.003,0.021
OH,Athens city,0.864,0.044,0.002,0.061,0.024
OH,Attica village,0.963,0.008,0,0,0.013
OH,Atwater CDP,0.978,0.011,0,0.001,0.012
OH,Aurora city,0.939,0.03,0.001,0.019,0.013
OH,Austinburg CDP,0.975,0.008,0.006,0.004,0.014
OH,Austintown CDP,0.899,0.069,0.002,0.006,0.027
OH,Avon city,0.924,0.023,0.001,0.031,0.034
OH,Avon Lake city,0.957,0.011,0.001,0.013,0.024
OH,Bailey Lakes village,0.97,0.016,0,0,0.003
OH,Bainbridge CDP,0.963,0.015,0.001,0.006,0.009
OH,Bainbridge village,0.964,0.008,0.002,0,0.006
OH,Bairdstown village,0.938,0,0,0,0.038
OH,Ballville CDP,0.951,0.014,0.001,0.005,0.039
OH,Baltic village,0.985,0.006,0,0.001,0.003
OH,Baltimore village,0.975,0.003,0,0.005,0.005
OH,Bannock CDP,1,0,0,0,0
OH,Barberton city,0.908,0.059,0.003,0.003,0.014
OH,Barnesville village,0.97,0.009,0.001,0.003,0.006
OH,Barnhill village,0.982,0.008,0.005,0,0.015
OH,Bascom CDP,0.995,0,0,0,0.018
OH,Batavia village,0.936,0.034,0.005,0.006,0.009
OH,Batesville village,0.958,0.014,0,0,0
OH,Bay View village,0.968,0.003,0.009,0.008,0.005
OH,Bay Village city,0.97,0.005,0.001,0.009,0.016
OH,Beach City village,0.976,0.004,0.002,0,0.008
OH,Beachwood city,0.773,0.137,0,0.074,0.019
OH,Beallsville village,0.978,0,0,0,0
OH,Beaver village,0.947,0,0,0,0.022
OH,Beavercreek city,0.885,0.025,0.002,0.059,0.026
OH,Beaverdam village,0.969,0.005,0.003,0.003,0.013
OH,Beckett Ridge CDP,0.819,0.087,0.002,0.066,0.03
OH,Bedford city,0.539,0.419,0.002,0.009,0.02
OH,Bedford Heights city,0.187,0.769,0.001,0.012,0.026
OH,Beechwood Trails CDP,0.957,0.02,0.003,0.006,0.012
OH,Bellaire village,0.919,0.055,0.003,0.002,0.008
OH,Bellbrook city,0.96,0.013,0.003,0.007,0.021
OH,Belle Center village,0.982,0.001,0.001,0.002,0.006
OH,Bellefontaine city,0.901,0.043,0.002,0.012,0.019
OH,Belle Valley village,0.973,0,0,0,0.004
OH,Bellevue city,0.963,0.006,0.002,0.002,0.032
OH,Bellville village,0.977,0.005,0.002,0.001,0.005
OH,Belmont village,0.974,0.004,0.013,0,0.002
OH,Belmore village,0.713,0,0.007,0,0.294
OH,Beloit village,0.973,0.003,0.001,0.004,0.003
OH,Belpre city,0.947,0.021,0.002,0.004,0.008
OH,Bentleyville village,0.95,0.007,0,0.028,0.006
OH,Benton Ridge village,0.957,0,0.007,0,0.02
OH,Bentonville CDP,0.997,0,0.003,0,0.007
OH,Berea city,0.888,0.066,0.002,0.015,0.028
OH,Bergholz village,0.982,0.008,0.003,0.002,0.002
OH,Berkey village,0.992,0,0,0.008,0.013
OH,Berlin CDP,0.98,0.004,0.001,0.007,0.009
OH,Berlin Heights village,0.968,0.007,0.001,0.001,0.014
OH,Bethel village,0.973,0.004,0.001,0.001,0.01
OH,Bethesda village,0.966,0.003,0.001,0.002,0.002
OH,Bettsville village,0.973,0,0.002,0.012,0.083
OH,Beulah Beach CDP,0.962,0,0,0.019,0.038
OH,Beverly village,0.972,0.003,0,0.002,0.005
OH,Bexley city,0.896,0.059,0.001,0.015,0.018
OH,Blacklick Estates CDP,0.735,0.196,0.002,0.013,0.032
OH,Bladensburg CDP,0.995,0,0,0,0.01
OH,Blakeslee village,1,0,0,0,0
OH,Blanchester village,0.978,0.004,0.003,0.003,0.004
OH,Bloomdale village,0.981,0,0,0.003,0.027
OH,Bloomingburg village,0.886,0.031,0.006,0,0.069
OH,Bloomingdale village,0.98,0.005,0.005,0,0
OH,Bloomville village,0.974,0.002,0.001,0,0.021
OH,Blue Ash city,0.799,0.065,0.002,0.106,0.025
OH,Blue Jay CDP,0.983,0.001,0.001,0.002,0.013
OH,Bluffton village,0.953,0.016,0.002,0.009,0.015
OH,Boardman CDP,0.896,0.064,0.001,0.012,0.033
OH,Bolindale CDP,0.925,0.053,0.001,0.004,0.022
OH,Bolivar village,0.988,0.001,0.004,0.002,0.007
OH,Boston Heights village,0.959,0.021,0.001,0.007,0.008
OH,Botkins village,0.977,0.004,0.001,0.006,0.007
OH,Bourneville CDP,0.985,0,0.005,0,0.005
OH,Bowerston village,0.987,0.008,0.003,0,0
OH,Bowersville village,0.971,0.006,0,0,0.022
OH,Bowling Green city,0.876,0.064,0.002,0.021,0.048
OH,Bradford village,0.989,0.002,0.001,0.002,0.009
OH,Bradner village,0.972,0.004,0.001,0.003,0.051
OH,Brady Lake village,0.944,0.002,0.013,0.011,0.009
OH,Bratenahl village,0.805,0.155,0.003,0.025,0.009
OH,Brecksville city,0.933,0.017,0.001,0.034,0.014
OH,Brecon CDP,0.848,0.02,0,0,0.283
OH,Bremen village,0.982,0.003,0.003,0,0.004
OH,Brewster village,0.985,0.001,0,0.003,0.009
OH,Brice village,0.781,0.105,0,0.018,0
OH,Bridgeport village,0.897,0.069,0,0.002,0.002
OH,Bridgetown CDP,0.969,0.009,0.001,0.008,0.008
OH,Brilliant CDP,0.988,0.003,0.001,0,0.003
OH,Brimfield CDP,0.953,0.024,0.002,0.007,0.008
OH,Broadview Heights city,0.91,0.021,0.001,0.052,0.018
OH,Brookfield Center CDP,0.97,0.013,0.001,0.004,0.005
OH,Brooklyn city,0.843,0.052,0.002,0.039,0.104
OH,Brooklyn Heights village,0.946,0.012,0.006,0.017,0.025
OH,Brook Park city,0.922,0.032,0.002,0.016,0.034
OH,Brookside village,0.962,0.019,0.005,0,0.003
OH,Brookville city,0.976,0.004,0.001,0.009,0.007
OH,Broughton village,0.975,0,0.017,0,0.008
OH,Brownsville CDP,0.968,0.009,0,0,0
OH,Brunswick city,0.955,0.012,0.001,0.012,0.023
OH,Bryan city,0.943,0.006,0.002,0.009,0.051
OH,Buchtel village,0.978,0.011,0,0,0.011
OH,Buckeye Lake village,0.966,0.008,0.003,0.003,0.009
OH,Buckland village,0.987,0,0,0.004,0.021
OH,Bucyrus city,0.963,0.011,0.002,0.007,0.016
OH,Buffalo CDP,0.99,0,0.002,0,0.007
OH,Buford CDP,0.989,0.003,0,0.003,0.003
OH,Burbank village,0.976,0.01,0.005,0,0.005
OH,Burgoon village,0.959,0,0.006,0.006,0.07
OH,Burkettsville village,0.992,0.008,0,0,0.008
OH,Burlington CDP,0.886,0.084,0.005,0.001,0.013
OH,Burton village,0.972,0.012,0.001,0.008,0.013
OH,Butler village,0.983,0.004,0.001,0.001,0.015
OH,Butlerville village,0.994,0.006,0,0,0.006
OH,Byesville village,0.982,0.001,0.002,0.002,0.002
OH,Cadiz village,0.874,0.084,0,0.003,0.008
OH,Cairo village,0.977,0.006,0.002,0.002,0.015
OH,Calcutta CDP,0.973,0.004,0.002,0.008,0.007
OH,Caldwell village,0.977,0.002,0.003,0.005,0.001
OH,Caledonia village,0.974,0.016,0,0.002,0.005
OH,Cambridge city,0.927,0.034,0.003,0.003,0.012
OH,Camden village,0.988,0.001,0.002,0,0.011
OH,Campbell city,0.691,0.212,0.003,0.004,0.158
OH,Camp Dennison CDP,0.752,0.195,0,0,0.024
OH,Canal Fulton city,0.97,0.006,0.001,0.004,0.015
OH,Canal Lewisville CDP,0.963,0.013,0,0,0.003
OH,Canal Winchester village,0.916,0.051,0.001,0.012,0.012
OH,Candlewood Lake CDP,0.978,0.003,0.004,0.004,0.007
OH,Canfield city,0.964,0.004,0.001,0.018,0.015
OH,Canton city,0.691,0.242,0.005,0.003,0.026
OH,Carbon Hill CDP,0.948,0,0.017,0.013,0.004
OH,Cardington village,0.979,0.001,0,0.002,0.008
OH,Carey village,0.962,0.002,0.002,0.016,0.02
OH,Carlisle city,0.983,0.004,0.001,0.001,0.01
OH,Carroll village,0.962,0.006,0.004,0.002,0
OH,Carrollton village,0.982,0.004,0,0.004,0.009
OH,Casstown village,1,0,0,0,0
OH,Castalia village,0.971,0.001,0.004,0.001,0.033
OH,Castine village,0.977,0,0.008,0,0
OH,Catawba village,0.989,0.007,0,0.004,0.004
OH,Cecil village,0.947,0.027,0.005,0,0.048
OH,Cedarville village,0.944,0.023,0.001,0.011,0.022
OH,Celeryville CDP,0.967,0,0,0,0.057
OH,Celina city,0.949,0.005,0.004,0.011,0.028
OH,Centerburg village,0.969,0.012,0.001,0.003,0.002
OH,Centerville village,0.981,0.01,0,0,0
OH,Centerville city,0.902,0.04,0.002,0.032,0.018
OH,Chagrin Falls village,0.98,0.004,0,0.008,0.009
OH,Champion Heights CDP,0.978,0.009,0.001,0.003,0.009
OH,Chardon city,0.969,0.008,0.002,0.006,0.015
OH,Chatfield village,0.974,0,0.005,0,0.016
OH,Chauncey village,0.966,0.009,0.003,0.004,0.006
OH,Cherry Fork village,0.968,0.006,0.006,0,0.006
OH,Cherry Grove CDP,0.949,0.012,0.002,0.02,0.019
OH,Chesapeake village,0.968,0.005,0.007,0.004,0.009
OH,Cheshire village,0.962,0.008,0,0,0.015
OH,Chesterhill village,0.737,0.097,0.003,0.003,0.003
OH,Chesterland CDP,0.976,0.009,0,0.004,0.024
OH,Chesterville village,0.978,0,0,0,0.004
OH,Cheviot city,0.89,0.073,0.002,0.005,0.02
OH,Chickasaw village,0.997,0,0,0,0.003
OH,Chillicothe city,0.881,0.072,0.003,0.005,0.013
OH,Chilo village,0.984,0,0.016,0,0
OH,Chippewa Lake village,0.972,0.006,0.003,0,0.014
OH,Chippewa Park CDP,0.98,0.002,0.002,0.002,0.013
OH,Choctaw Lake CDP,0.979,0.008,0.001,0.004,0.01
OH,Christiansburg village,0.96,0,0.006,0.002,0.013
OH,Churchill CDP,0.862,0.112,0.003,0.004,0.025
OH,Cincinnati city,0.493,0.448,0.003,0.018,0.028
OH,Cinnamon Lake CDP,0.982,0.006,0.002,0.002,0.006
OH,Circleville city,0.954,0.019,0.002,0.004,0.011
OH,Clarington village,0.969,0.01,0,0,0.003
OH,Clarksburg village,0.985,0.002,0,0,0.018
OH,Clarksville village,0.96,0,0.002,0.022,0.009
OH,Clarktown CDP,0.971,0.003,0.006,0.003,0.003
OH,Clay Center village,0.982,0,0,0,0.058
OH,Clayton city,0.765,0.188,0.002,0.014,0.014
OH,Cleveland city,0.373,0.533,0.003,0.018,0.1
OH,Cleveland Heights city,0.498,0.425,0.002,0.041,0.02
OH,Cleves village,0.969,0.006,0.004,0.004,0.012
OH,Clifton village,0.921,0.026,0,0.013,0.039
OH,Clinton village,0.975,0.003,0.002,0.003,0.007
OH,Cloverdale village,0.958,0.006,0,0,0.03
OH,Clyde city,0.944,0.006,0.003,0.004,0.059
OH,Coal Grove village,0.977,0.006,0.004,0,0.003
OH,Coalton village,0.975,0.002,0.004,0,0.008
OH,Coldstream CDP,0.962,0.009,0.001,0.018,0.025
OH,Coldwater village,0.99,0.001,0,0.001,0.007
OH,College Corner village,0.971,0.01,0.005,0.002,0.002
OH,Collins CDP,0.978,0,0.005,0.002,0.014
